locus_tag	ftype	gene	EC_number	product
SRR5929605_01133	CDS	ydhX_1		putative ferredoxin-like protein YdhX
SRR5929605_01133	gene	ydhX_1		
SRR5929605_01134	CDS			hypothetical protein
SRR5929605_01134	gene			
SRR5929605_01135	CDS	ccmF_1		Cytochrome c-type biogenesis protein CcmF
SRR5929605_01135	gene	ccmF_1		
SRR5929605_01136	CDS	nrfG		Formate-dependent nitrite reductase complex subunit NrfG
SRR5929605_01136	gene	nrfG		
SRR5929605_01137	CDS	gltP		Proton/glutamate-aspartate symporter
SRR5929605_01137	gene	gltP		
SRR5929605_01138	CDS			hypothetical protein
SRR5929605_01138	gene			
SRR5929605_01139	CDS	fdhF_1	1.1.99.33	Formate dehydrogenase H
SRR5929605_01139	gene	fdhF_1		
SRR5929605_01140	CDS	fdhF_2	1.1.99.33	Formate dehydrogenase H
SRR5929605_01140	gene	fdhF_2		
SRR5929605_01141	CDS			hypothetical protein
SRR5929605_01141	gene			
SRR5929605_01142	CDS	phnO	2.3.1.-	Aminoalkylphosphonate N-acetyltransferase
SRR5929605_01142	gene	phnO		
SRR5929605_01143	CDS			hypothetical protein
SRR5929605_01143	gene			
SRR5929605_01144	CDS			hypothetical protein
SRR5929605_01144	gene			
SRR5929605_01145	CDS	proP_2		Proline/betaine transporter
SRR5929605_01145	gene	proP_2		
SRR5929605_01146	CDS			hypothetical protein
SRR5929605_01146	gene			
SRR5929605_01147	CDS	basS	2.7.13.3	Sensor protein BasS
SRR5929605_01147	gene	basS		
SRR5929605_01148	CDS	basR		Transcriptional regulatory protein BasR
SRR5929605_01148	gene	basR		
SRR5929605_01149	CDS	eptA	2.7.-.-	Phosphoethanolamine transferase EptA
SRR5929605_01149	gene	eptA		
SRR5929605_01150	CDS	adiC		Arginine/agmatine antiporter
SRR5929605_01150	gene	adiC		
SRR5929605_01151	CDS	gadX_1		HTH-type transcriptional regulator GadX
SRR5929605_01151	gene	gadX_1		
SRR5929605_01152	CDS	adiA	4.1.1.19	Biodegradative arginine decarboxylase
SRR5929605_01152	gene	adiA		
SRR5929605_01153	CDS	melR		Melibiose operon regulatory protein
SRR5929605_01153	gene	melR		
SRR5929605_01154	CDS	melA	3.2.1.22	Alpha-galactosidase
SRR5929605_01154	gene	melA		
SRR5929605_01155	CDS	melB		Melibiose carrier protein
SRR5929605_01155	gene	melB		
SRR5929605_01156	CDS	fumB_2	4.2.1.2	Fumarate hydratase class I, anaerobic
SRR5929605_01156	gene	fumB_2		
SRR5929605_01157	CDS	dcuB		Anaerobic C4-dicarboxylate transporter DcuB
SRR5929605_01157	gene	dcuB		
SRR5929605_01158	CDS			hypothetical protein
SRR5929605_01158	gene			
SRR5929605_01159	CDS	dcuR		Transcriptional regulatory protein DcuR
SRR5929605_01159	gene	dcuR		
SRR5929605_01160	CDS	dcuS	2.7.13.3	Sensor histidine kinase DcuS
SRR5929605_01160	gene	dcuS		
SRR5929605_01161	CDS	dmsA_1	1.8.5.3	Dimethyl sulfoxide reductase DmsA
SRR5929605_01161	gene	dmsA_1		
SRR5929605_01162	CDS	dmsB_2		Anaerobic dimethyl sulfoxide reductase chain B
SRR5929605_01162	gene	dmsB_2		
SRR5929605_01163	CDS	dmsC_1		Anaerobic dimethyl sulfoxide reductase chain C
SRR5929605_01163	gene	dmsC_1		
SRR5929605_01164	CDS	dmsD_2		Tat proofreading chaperone DmsD
SRR5929605_01164	gene	dmsD_2		
SRR5929605_01165	CDS			hypothetical protein
SRR5929605_01165	gene			
SRR5929605_01166	CDS			hypothetical protein
SRR5929605_01166	gene			
SRR5929605_01167	CDS			hypothetical protein
SRR5929605_01167	gene			
SRR5929605_01168	CDS	rcsB_1		Transcriptional regulatory protein RcsB
SRR5929605_01168	gene	rcsB_1		
SRR5929605_01169	CDS	gadX_2		HTH-type transcriptional regulator GadX
SRR5929605_01169	gene	gadX_2		
SRR5929605_01170	CDS			hypothetical protein
SRR5929605_01170	gene			
SRR5929605_01171	CDS			hypothetical protein
SRR5929605_01171	gene			
SRR5929605_01172	CDS	phoC_1	3.1.3.2	Major phosphate-irrepressible acid phosphatase
SRR5929605_01172	gene	phoC_1		
SRR5929605_01173	CDS			hypothetical protein
SRR5929605_01173	gene			
SRR5929605_01174	CDS	hmrR_2		HTH-type transcriptional regulator HmrR
SRR5929605_01174	gene	hmrR_2		
SRR5929605_01175	tRNA			tRNA-Phe(gaa)
SRR5929605_01175	gene			
SRR5929605_01176	CDS			hypothetical protein
SRR5929605_01176	gene			
SRR5929605_01177	CDS	dsbD_1	1.8.1.8	Thiol:disulfide interchange protein DsbD
SRR5929605_01177	gene	dsbD_1		
SRR5929605_01178	CDS	cutA		Divalent-cation tolerance protein CutA
SRR5929605_01178	gene	cutA		
SRR5929605_01179	CDS	dcuA_1		Anaerobic C4-dicarboxylate transporter DcuA
SRR5929605_01179	gene	dcuA_1		
SRR5929605_01180	CDS	aspA	4.3.1.1	Aspartate ammonia-lyase
SRR5929605_01180	gene	aspA		
SRR5929605_01181	CDS			hypothetical protein
SRR5929605_01181	gene			
SRR5929605_01182	CDS	yjeH		L-methionine/branched-chain amino acid exporter YjeH
SRR5929605_01182	gene	yjeH		
SRR5929605_01183	CDS	groS		10 kDa chaperonin
SRR5929605_01183	gene	groS		
SRR5929605_01184	CDS	groL		60 kDa chaperonin
SRR5929605_01184	gene	groL		
SRR5929605_01185	CDS			hypothetical protein
SRR5929605_01185	gene			
SRR5929605_01186	CDS			hypothetical protein
SRR5929605_01186	gene			
SRR5929605_01187	CDS	epmB	5.4.3.-	L-lysine 2,3-aminomutase
SRR5929605_01187	gene	epmB		
SRR5929605_01188	CDS	efp		Elongation factor P
SRR5929605_01188	gene	efp		
SRR5929605_01189	CDS			hypothetical protein
SRR5929605_01189	gene			
SRR5929605_01190	CDS	rcsA_1		Transcriptional regulatory protein RcsA
SRR5929605_01190	gene	rcsA_1		
SRR5929605_01191	CDS	sugE		Quaternary ammonium compound-resistance protein SugE
SRR5929605_01191	gene	sugE		
SRR5929605_01192	CDS	blc		Outer membrane lipoprotein Blc
SRR5929605_01192	gene	blc		
SRR5929605_01193	CDS	frdD		Fumarate reductase subunit D
SRR5929605_01193	gene	frdD		
SRR5929605_01194	CDS	frdC		Fumarate reductase subunit C
SRR5929605_01194	gene	frdC		
SRR5929605_01195	CDS	frdB	1.3.5.1	Fumarate reductase iron-sulfur subunit
SRR5929605_01195	gene	frdB		
SRR5929605_01196	CDS	frdA	1.3.5.4	Fumarate reductase flavoprotein subunit
SRR5929605_01196	gene	frdA		
SRR5929605_01197	CDS	epmA	6.3.1.-	Elongation factor P--(R)-beta-lysine ligase
SRR5929605_01197	gene	epmA		
SRR5929605_01198	CDS	yjeM		Inner membrane transporter YjeM
SRR5929605_01198	gene	yjeM		
SRR5929605_01199	CDS	yjeO		Inner membrane protein YjeO
SRR5929605_01199	gene	yjeO		
SRR5929605_01200	CDS	mscM		Miniconductance mechanosensitive channel MscM
SRR5929605_01200	gene	mscM		
SRR5929605_01201	CDS	psd	4.1.1.65	Phosphatidylserine decarboxylase proenzyme
SRR5929605_01201	gene	psd		
SRR5929605_01202	CDS	rsgA	3.6.1.-	Small ribosomal subunit biogenesis GTPase RsgA
SRR5929605_01202	gene	rsgA		
SRR5929605_01203	CDS	orn	3.1.-.-	Oligoribonuclease
SRR5929605_01203	gene	orn		
SRR5929605_01204	CDS	artJ_1		ABC transporter arginine-binding protein 1
SRR5929605_01204	gene	artJ_1		
SRR5929605_01205	tRNA			tRNA-Gly(gcc)
SRR5929605_01205	gene			
SRR5929605_01206	tRNA			tRNA-Gly(gcc)
SRR5929605_01206	gene			
SRR5929605_01207	tRNA			tRNA-Gly(gcc)
SRR5929605_01207	gene			
SRR5929605_01208	CDS	queG	1.17.99.6	Epoxyqueuosine reductase
SRR5929605_01208	gene	queG		
SRR5929605_01209	CDS	nnr		Bifunctional NAD(P)H-hydrate repair enzyme Nnr
SRR5929605_01209	gene	nnr		
SRR5929605_01210	CDS	tsaE		tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
SRR5929605_01210	gene	tsaE		
SRR5929605_01211	CDS	amiB	3.5.1.28	N-acetylmuramoyl-L-alanine amidase AmiB
SRR5929605_01211	gene	amiB		
SRR5929605_01212	CDS	mutL		DNA mismatch repair protein MutL
SRR5929605_01212	gene	mutL		
SRR5929605_01213	CDS	miaA	2.5.1.75	tRNA dimethylallyltransferase
SRR5929605_01213	gene	miaA		
SRR5929605_01214	CDS	hfq		RNA-binding protein Hfq
SRR5929605_01214	gene	hfq		
SRR5929605_01215	CDS	hflX		GTPase HflX
SRR5929605_01215	gene	hflX		
SRR5929605_01216	CDS	hflK_2		Modulator of FtsH protease HflK
SRR5929605_01216	gene	hflK_2		
SRR5929605_01217	CDS	hflC		Modulator of FtsH protease HflC
SRR5929605_01217	gene	hflC		
SRR5929605_01218	CDS			hypothetical protein
SRR5929605_01218	gene			
SRR5929605_01219	CDS	purA	6.3.4.4	Adenylosuccinate synthetase
SRR5929605_01219	gene	purA		
SRR5929605_01220	CDS	nsrR		HTH-type transcriptional repressor NsrR
SRR5929605_01220	gene	nsrR		
SRR5929605_01221	CDS	rnr	3.1.13.1	Ribonuclease R
SRR5929605_01221	gene	rnr		
SRR5929605_01222	CDS	rlmB_1	2.1.1.185	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
SRR5929605_01222	gene	rlmB_1		
SRR5929605_01223	CDS			hypothetical protein
SRR5929605_01223	gene			
SRR5929605_01224	CDS			hypothetical protein
SRR5929605_01224	gene			
SRR5929605_01225	CDS			hypothetical protein
SRR5929605_01225	gene			
SRR5929605_01226	CDS			hypothetical protein
SRR5929605_01226	gene			
SRR5929605_01227	CDS			hypothetical protein
SRR5929605_01227	gene			
SRR5929605_01228	CDS			hypothetical protein
SRR5929605_01228	gene			
SRR5929605_01229	CDS	yjfC	6.3.1.-	Putative acid--amine ligase YjfC
SRR5929605_01229	gene	yjfC		
SRR5929605_01230	CDS	aidB	1.3.99.-	Putative acyl-CoA dehydrogenase AidB
SRR5929605_01230	gene	aidB		
SRR5929605_01231	CDS			hypothetical protein
SRR5929605_01231	gene			
SRR5929605_01232	CDS	bsmA		Lipoprotein BsmA
SRR5929605_01232	gene	bsmA		
SRR5929605_01233	CDS			hypothetical protein
SRR5929605_01233	gene			
SRR5929605_01234	CDS	ulaR		HTH-type transcriptional regulator UlaR
SRR5929605_01234	gene	ulaR		
SRR5929605_01235	CDS	ulaG	3.1.1.-	putative L-ascorbate-6-phosphate lactonase UlaG
SRR5929605_01235	gene	ulaG		
SRR5929605_01236	CDS	ulaA_1		Ascorbate-specific PTS system EIIC component
SRR5929605_01236	gene	ulaA_1		
SRR5929605_01237	CDS	ulaB_1	2.7.1.194	Ascorbate-specific PTS system EIIB component
SRR5929605_01237	gene	ulaB_1		
SRR5929605_01238	CDS	ulaC_1	2.7.1.194	Ascorbate-specific PTS system EIIA component
SRR5929605_01238	gene	ulaC_1		
SRR5929605_01239	CDS	ulaD_1	4.1.1.85	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
SRR5929605_01239	gene	ulaD_1		
SRR5929605_01240	CDS	ulaE_1	5.1.3.22	L-ribulose-5-phosphate 3-epimerase UlaE
SRR5929605_01240	gene	ulaE_1		
SRR5929605_01241	CDS	ulaF	5.1.3.4	L-ribulose-5-phosphate 4-epimerase UlaF
SRR5929605_01241	gene	ulaF		
SRR5929605_01242	CDS			hypothetical protein
SRR5929605_01242	gene			
SRR5929605_01243	CDS	rpsF		30S ribosomal protein S6
SRR5929605_01243	gene	rpsF		
SRR5929605_01244	CDS	priB		Primosomal replication protein N
SRR5929605_01244	gene	priB		
SRR5929605_01245	CDS	rpsR		30S ribosomal protein S18
SRR5929605_01245	gene	rpsR		
SRR5929605_01246	CDS	rplI		50S ribosomal protein L9
SRR5929605_01246	gene	rplI		
SRR5929605_01247	CDS	eamA_1		putative amino-acid metabolite efflux pump
SRR5929605_01247	gene	eamA_1		
SRR5929605_01248	CDS			hypothetical protein
SRR5929605_01248	gene			
SRR5929605_01249	CDS	fklB	5.2.1.8	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
SRR5929605_01249	gene	fklB		
SRR5929605_01250	CDS	cycA		D-serine/D-alanine/glycine transporter
SRR5929605_01250	gene	cycA		
SRR5929605_01251	CDS	ytfE		Iron-sulfur cluster repair protein YtfE
SRR5929605_01251	gene	ytfE		
SRR5929605_01252	CDS	ytfF		Inner membrane protein YtfF
SRR5929605_01252	gene	ytfF		
SRR5929605_01253	CDS	qorB	1.6.5.2	Quinone oxidoreductase 2
SRR5929605_01253	gene	qorB		
SRR5929605_01254	CDS	hxlR		HTH-type transcriptional activator HxlR
SRR5929605_01254	gene	hxlR		
SRR5929605_01255	CDS	cpdB	3.1.3.6	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
SRR5929605_01255	gene	cpdB		
SRR5929605_01256	CDS	cysQ	3.1.3.7	3'(2'),5'-bisphosphate nucleotidase CysQ
SRR5929605_01256	gene	cysQ		
SRR5929605_01257	CDS			hypothetical protein
SRR5929605_01257	gene			
SRR5929605_01258	CDS			hypothetical protein
SRR5929605_01258	gene			
SRR5929605_01259	CDS	corC_2		Magnesium and cobalt efflux protein CorC
SRR5929605_01259	gene	corC_2		
SRR5929605_01260	CDS	msrA	1.8.4.11	Peptide methionine sulfoxide reductase MsrA
SRR5929605_01260	gene	msrA		
SRR5929605_01261	CDS	tamA		Translocation and assembly module TamA
SRR5929605_01261	gene	tamA		
SRR5929605_01262	CDS	tamB		Translocation and assembly module TamB
SRR5929605_01262	gene	tamB		
SRR5929605_01263	CDS	ytfP		Gamma-glutamylcyclotransferase family protein YtfP
SRR5929605_01263	gene	ytfP		
SRR5929605_01264	CDS	sauU_2		putative sulfoacetate transporter SauU
SRR5929605_01264	gene	sauU_2		
SRR5929605_01265	CDS		3.1.1.-	Deacetylase
SRR5929605_01265	gene			
SRR5929605_01266	CDS	ppa	3.6.1.1	Inorganic pyrophosphatase
SRR5929605_01266	gene	ppa		
SRR5929605_01267	CDS	fbp	3.1.3.11	Fructose-1,6-bisphosphatase class 1
SRR5929605_01267	gene	fbp		
SRR5929605_01268	CDS	mpl	6.3.2.45	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
SRR5929605_01268	gene	mpl		
SRR5929605_01269	CDS			hypothetical protein
SRR5929605_01269	gene			
SRR5929605_01270	CDS	hexR_1		HTH-type transcriptional regulator HexR
SRR5929605_01270	gene	hexR_1		
SRR5929605_01271	CDS	xylE_1		D-xylose-proton symporter
SRR5929605_01271	gene	xylE_1		
SRR5929605_01272	CDS			hypothetical protein
SRR5929605_01272	gene			
SRR5929605_01273	CDS	xylE_2		D-xylose-proton symporter
SRR5929605_01273	gene	xylE_2		
SRR5929605_01274	CDS	iolB	5.3.1.30	5-deoxy-glucuronate isomerase
SRR5929605_01274	gene	iolB		
SRR5929605_01275	CDS	bauC	1.2.1.-	Putative 3-oxopropanoate dehydrogenase
SRR5929605_01275	gene	bauC		
SRR5929605_01276	CDS	adaA_2	2.1.1.-	Bifunctional transcriptional activator/DNA repair enzyme AdaA
SRR5929605_01276	gene	adaA_2		
SRR5929605_01277	CDS	iolE	4.2.1.44	Inosose dehydratase
SRR5929605_01277	gene	iolE		
SRR5929605_01278	CDS	iolG	1.1.1.18	Inositol 2-dehydrogenase
SRR5929605_01278	gene	iolG		
SRR5929605_01279	CDS			hypothetical protein
SRR5929605_01279	gene			
SRR5929605_01280	CDS	iolI	5.3.99.11	Inosose isomerase
SRR5929605_01280	gene	iolI		
SRR5929605_01281	CDS			hypothetical protein
SRR5929605_01281	gene			
SRR5929605_01282	CDS	iolC_1	2.7.1.92	5-dehydro-2-deoxygluconokinase
SRR5929605_01282	gene	iolC_1		
SRR5929605_01283	CDS	iolD	3.7.1.22	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
SRR5929605_01283	gene	iolD		
SRR5929605_01284	CDS	iolX	1.1.1.370	scyllo-inositol 2-dehydrogenase (NAD(+))
SRR5929605_01284	gene	iolX		
SRR5929605_01285	CDS	csbX		Alpha-ketoglutarate permease
SRR5929605_01285	gene	csbX		
SRR5929605_01286	CDS			hypothetical protein
SRR5929605_01286	gene			
SRR5929605_01287	CDS			hypothetical protein
SRR5929605_01287	gene			
SRR5929605_01288	CDS			hypothetical protein
SRR5929605_01288	gene			
SRR5929605_01289	CDS	pmbA	3.4.-.-	Metalloprotease PmbA
SRR5929605_01289	gene	pmbA		
SRR5929605_01290	CDS	cybC		Soluble cytochrome b562
SRR5929605_01290	gene	cybC		
SRR5929605_01291	CDS			hypothetical protein
SRR5929605_01291	gene			
SRR5929605_01292	CDS			hypothetical protein
SRR5929605_01292	gene			
SRR5929605_01293	CDS			hypothetical protein
SRR5929605_01293	gene			
SRR5929605_01294	CDS			hypothetical protein
SRR5929605_01294	gene			
SRR5929605_01295	CDS			hypothetical protein
SRR5929605_01295	gene			
SRR5929605_01296	CDS		3.1.1.-	Deacetylase
SRR5929605_01296	gene			
SRR5929605_01297	CDS	dgaE_1	4.3.1.29	D-glucosaminate-6-phosphate ammonia lyase
SRR5929605_01297	gene	dgaE_1		
SRR5929605_01298	CDS	dgaF_1	4.1.2.14	2-dehydro-3-deoxy-phosphogluconate aldolase
SRR5929605_01298	gene	dgaF_1		
SRR5929605_01299	CDS	licR		putative licABCH operon regulator
SRR5929605_01299	gene	licR		
SRR5929605_01300	CDS	relB		Antitoxin RelB
SRR5929605_01300	gene	relB		
SRR5929605_01301	CDS	relE_1	3.1.-.-	mRNA interferase RelE
SRR5929605_01301	gene	relE_1		
SRR5929605_01302	CDS	nrdG	1.97.1.-	Anaerobic ribonucleoside-triphosphate reductase-activating protein
SRR5929605_01302	gene	nrdG		
SRR5929605_01303	CDS	nrdD	1.17.4.2	Anaerobic ribonucleoside-triphosphate reductase
SRR5929605_01303	gene	nrdD		
SRR5929605_01304	CDS	treC	3.2.1.93	Trehalose-6-phosphate hydrolase
SRR5929605_01304	gene	treC		
SRR5929605_01305	CDS	treB_1		PTS system trehalose-specific EIIBC component
SRR5929605_01305	gene	treB_1		
SRR5929605_01306	CDS	treB_2		PTS system trehalose-specific EIIBC component
SRR5929605_01306	gene	treB_2		
SRR5929605_01307	CDS	treR		HTH-type transcriptional regulator TreR
SRR5929605_01307	gene	treR		
SRR5929605_01308	CDS	mgtA	3.6.3.2	Magnesium-transporting ATPase, P-type 1
SRR5929605_01308	gene	mgtA		
SRR5929605_01309	CDS			hypothetical protein
SRR5929605_01309	gene			
SRR5929605_01310	CDS	ridA	3.5.99.10	2-iminobutanoate/2-iminopropanoate deaminase
SRR5929605_01310	gene	ridA		
SRR5929605_01311	CDS	pyrI		Aspartate carbamoyltransferase regulatory chain
SRR5929605_01311	gene	pyrI		
SRR5929605_01312	CDS	pyrB	2.1.3.2	Aspartate carbamoyltransferase catalytic subunit
SRR5929605_01312	gene	pyrB		
SRR5929605_01313	CDS			hypothetical protein
SRR5929605_01313	gene			
SRR5929605_01314	CDS	argR_1		Arginine repressor
SRR5929605_01314	gene	argR_1		
SRR5929605_01315	CDS			hypothetical protein
SRR5929605_01315	gene			
SRR5929605_01316	CDS	argF	2.1.3.3	Ornithine carbamoyltransferase
SRR5929605_01316	gene	argF		
SRR5929605_01317	CDS	arcC1	2.7.2.2	Carbamate kinase 1
SRR5929605_01317	gene	arcC1		
SRR5929605_01318	CDS	arcA_1	3.5.3.6	Arginine deiminase
SRR5929605_01318	gene	arcA_1		
SRR5929605_01319	CDS	tabA_2		Toxin-antitoxin biofilm protein TabA
SRR5929605_01319	gene	tabA_2		
SRR5929605_01320	CDS	argI	2.1.3.3	Ornithine carbamoyltransferase subunit I
SRR5929605_01320	gene	argI		
SRR5929605_01321	CDS	rraB		Regulator of ribonuclease activity B
SRR5929605_01321	gene	rraB		
SRR5929605_01322	CDS			hypothetical protein
SRR5929605_01322	gene			
SRR5929605_01323	CDS			hypothetical protein
SRR5929605_01323	gene			
SRR5929605_01324	CDS			hypothetical protein
SRR5929605_01324	gene			
SRR5929605_01325	CDS	yjgN		Inner membrane protein YjgN
SRR5929605_01325	gene	yjgN		
SRR5929605_01326	CDS	valS	6.1.1.9	Valine--tRNA ligase
SRR5929605_01326	gene	valS		
SRR5929605_01327	CDS	holC	2.7.7.7	DNA polymerase III subunit chi
SRR5929605_01327	gene	holC		
SRR5929605_01328	CDS	pepA	3.4.11.1	Cytosol aminopeptidase
SRR5929605_01328	gene	pepA		
SRR5929605_01329	CDS	lptF		Lipopolysaccharide export system permease protein LptF
SRR5929605_01329	gene	lptF		
SRR5929605_01330	CDS	lptG		Lipopolysaccharide export system permease protein LptG
SRR5929605_01330	gene	lptG		
SRR5929605_01331	CDS	gntR_1		HTH-type transcriptional regulator GntR
SRR5929605_01331	gene	gntR_1		
SRR5929605_01332	CDS	idnT		Gnt-II system L-idonate transporter
SRR5929605_01332	gene	idnT		
SRR5929605_01333	CDS	gno	1.1.1.69	Gluconate 5-dehydrogenase
SRR5929605_01333	gene	gno		
SRR5929605_01334	CDS	idnD	1.1.1.264	L-idonate 5-dehydrogenase (NAD(P)(+))
SRR5929605_01334	gene	idnD		
SRR5929605_01335	CDS	gntK_1	2.7.1.12	Thermoresistant gluconokinase
SRR5929605_01335	gene	gntK_1		
SRR5929605_01336	CDS	ahr	1.1.1.2	Aldehyde reductase Ahr
SRR5929605_01336	gene	ahr		
SRR5929605_01337	tRNA			tRNA-Leu(caa)
SRR5929605_01337	gene			
SRR5929605_01338	CDS	intS		Prophage integrase IntS
SRR5929605_01338	gene	intS		
SRR5929605_01339	CDS			hypothetical protein
SRR5929605_01339	gene			
SRR5929605_01340	CDS			hypothetical protein
SRR5929605_01340	gene			
SRR5929605_01341	CDS			hypothetical protein
SRR5929605_01341	gene			
SRR5929605_01342	CDS	lon_2	3.4.21.53	Lon protease
SRR5929605_01342	gene	lon_2		
SRR5929605_01343	CDS			hypothetical protein
SRR5929605_01343	gene			
SRR5929605_01344	CDS			hypothetical protein
SRR5929605_01344	gene			
SRR5929605_01345	CDS			hypothetical protein
SRR5929605_01345	gene			
SRR5929605_01346	CDS			hypothetical protein
SRR5929605_01346	gene			
SRR5929605_01347	CDS			hypothetical protein
SRR5929605_01347	gene			
SRR5929605_01348	CDS			hypothetical protein
SRR5929605_01348	gene			
SRR5929605_01349	CDS			hypothetical protein
SRR5929605_01349	gene			
SRR5929605_01350	CDS			hypothetical protein
SRR5929605_01350	gene			
SRR5929605_01351	CDS			hypothetical protein
SRR5929605_01351	gene			
SRR5929605_01352	CDS			putative transcriptional regulatory protein
SRR5929605_01352	gene			
SRR5929605_01353	CDS	ubiG_1	2.1.1.222	Ubiquinone biosynthesis O-methyltransferase
SRR5929605_01353	gene	ubiG_1		
SRR5929605_01354	CDS			hypothetical protein
SRR5929605_01354	gene			
SRR5929605_01355	CDS			hypothetical protein
SRR5929605_01355	gene			
SRR5929605_01356	CDS			hypothetical protein
SRR5929605_01356	gene			
SRR5929605_01357	CDS	nucS	3.1.-.-	Endonuclease NucS
SRR5929605_01357	gene	nucS		
SRR5929605_01358	CDS			hypothetical protein
SRR5929605_01358	gene			
SRR5929605_01359	CDS			hypothetical protein
SRR5929605_01359	gene			
SRR5929605_01360	CDS			hypothetical protein
SRR5929605_01360	gene			
SRR5929605_01361	CDS	lldR_1		Putative L-lactate dehydrogenase operon regulatory protein
SRR5929605_01361	gene	lldR_1		
SRR5929605_01362	CDS	trpS2	6.1.1.2	Tryptophan--tRNA ligase 2
SRR5929605_01362	gene	trpS2		
SRR5929605_01363	CDS			hypothetical protein
SRR5929605_01363	gene			
SRR5929605_01364	CDS	racX	5.1.1.-	putative amino-acid racemase
SRR5929605_01364	gene	racX		
SRR5929605_01365	CDS	yjiE_2		HTH-type transcriptional regulator YjiE
SRR5929605_01365	gene	yjiE_2		
SRR5929605_01366	CDS	iadA	3.4.19.-	Isoaspartyl dipeptidase
SRR5929605_01366	gene	iadA		
SRR5929605_01367	CDS	yjiG		Inner membrane protein YjiG
SRR5929605_01367	gene	yjiG		
SRR5929605_01368	CDS			hypothetical protein
SRR5929605_01368	gene			
SRR5929605_01369	CDS			hypothetical protein
SRR5929605_01369	gene			
SRR5929605_01370	CDS			hypothetical protein
SRR5929605_01370	gene			
SRR5929605_01371	CDS	mdtM		Multidrug resistance protein MdtM
SRR5929605_01371	gene	mdtM		
SRR5929605_01372	CDS			hypothetical protein
SRR5929605_01372	gene			
SRR5929605_01373	CDS	sad_1	1.2.1.16	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
SRR5929605_01373	gene	sad_1		
SRR5929605_01374	CDS			hypothetical protein
SRR5929605_01374	gene			
SRR5929605_01375	CDS			hypothetical protein
SRR5929605_01375	gene			
SRR5929605_01376	CDS	symE_2	3.1.-.-	Toxic protein SymE
SRR5929605_01376	gene	symE_2		
SRR5929605_01377	CDS	hsdS		Type-1 restriction enzyme EcoKI specificity protein
SRR5929605_01377	gene	hsdS		
SRR5929605_01378	CDS	hsdM	2.1.1.72	Type I restriction enzyme EcoKI M protein
SRR5929605_01378	gene	hsdM		
SRR5929605_01379	CDS	radD_1	3.6.4.12	Putative DNA repair helicase RadD
SRR5929605_01379	gene	radD_1		
SRR5929605_01380	CDS	mrr		Mrr restriction system protein
SRR5929605_01380	gene	mrr		
SRR5929605_01381	CDS			hypothetical protein
SRR5929605_01381	gene			
SRR5929605_01382	CDS			hypothetical protein
SRR5929605_01382	gene			
SRR5929605_01383	CDS	yjiA		putative GTP-binding protein YjiA
SRR5929605_01383	gene	yjiA		
SRR5929605_01384	CDS			hypothetical protein
SRR5929605_01384	gene			
SRR5929605_01385	CDS	yjiY		Inner membrane protein YjiY
SRR5929605_01385	gene	yjiY		
SRR5929605_01386	CDS	tsr_1		Methyl-accepting chemotaxis protein I
SRR5929605_01386	gene	tsr_1		
SRR5929605_01387	CDS	dgaR_2		Transcriptional regulatory protein DagR
SRR5929605_01387	gene	dgaR_2		
SRR5929605_01388	CDS	manX_1	2.7.1.191	PTS system mannose-specific EIIAB component
SRR5929605_01388	gene	manX_1		
SRR5929605_01389	CDS	sorB_2	2.7.1.206	PTS system sorbose-specific EIIB component
SRR5929605_01389	gene	sorB_2		
SRR5929605_01390	CDS	agaC_1		N-acetylgalactosamine permease IIC component 1
SRR5929605_01390	gene	agaC_1		
SRR5929605_01391	CDS	manZ_2		PTS system mannose-specific EIID component
SRR5929605_01391	gene	manZ_2		
SRR5929605_01392	CDS	glmS_2	2.6.1.16	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
SRR5929605_01392	gene	glmS_2		
SRR5929605_01393	CDS	frlB_2	3.5.-.-	Fructosamine deglycase FrlB
SRR5929605_01393	gene	frlB_2		
SRR5929605_01394	CDS	mdoB	2.7.8.20	Phosphoglycerol transferase I
SRR5929605_01394	gene	mdoB		
SRR5929605_01395	CDS			hypothetical protein
SRR5929605_01395	gene			
SRR5929605_01396	CDS	dnaC_1		DNA replication protein DnaC
SRR5929605_01396	gene	dnaC_1		
SRR5929605_01397	CDS	dnaT		Primosomal protein 1
SRR5929605_01397	gene	dnaT		
SRR5929605_01398	CDS			hypothetical protein
SRR5929605_01398	gene			
SRR5929605_01399	CDS	yjjP		Inner membrane protein YjjP
SRR5929605_01399	gene	yjjP		
SRR5929605_01400	CDS	yjjQ		Putative transcription factor YjjQ
SRR5929605_01400	gene	yjjQ		
SRR5929605_01401	CDS	bglJ		Transcriptional activator protein BglJ
SRR5929605_01401	gene	bglJ		
SRR5929605_01402	CDS	proS_1	6.1.1.15	Proline--tRNA ligase
SRR5929605_01402	gene	proS_1		
